compound_name,name,kegg_id,inchi_key,pubchem_compound_id,formula,hmdb_id,chebi_id,lipidmaps_id,rt_peak,mz,adduct,polarity,compound_id,chromatography,source,feature_id,gnps_score,gnps_compound_name,cluster_id,cluster_label
UT_HILIC_POS_80498,3-METHYLHISTIDINE,,JDHILDINMRGULE-LURJTMIESA-N,,C7H11N3O2,,,,15.125006,170.0922743369065,M+H,pos,UT_HILIC_POS_80498,HILIC,untargeted,80498.0,0.943834,3-METHYLHISTIDINE,4.0,upregulated
UT_HILIC_POS_77444,D-Glycerol 1-phosphate CollisionEnergy:102040,,AWUCVROLDVIAJX-GSVOUGTGSA-N,,C3H9O6P,,,,14.464489,173.02093380371144,M+H,pos,UT_HILIC_POS_77444,HILIC,untargeted,77444.0,0.960212,D-Glycerol 1-phosphate CollisionEnergy:102040,1.0,insignificant
UT_HILIC_POS_13434,Candidate N-acetylputrescine-C2:0 (delta mass:42.0104),,KFBMJMUYUQWEOA-UHFFFAOYSA-N,,C8H16N2O2,,,,1.3983861,173.1283475418414,M+H,pos,UT_HILIC_POS_13434,HILIC,untargeted,13434.0,0.968969,Candidate N-acetylputrescine-C2:0 (delta mass:42.0104),0.0,downregulated
UT_HILIC_POS_11095,indole_3_acetamide,,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,,C10H10N2O,,,,1.2480378,175.08652128437643,M+H,pos,UT_HILIC_POS_11095,HILIC,untargeted,11095.0,0.726919,indole_3_acetamide,0.0,downregulated
UT_HILIC_POS_79326,ReSpect:PT106580 N-alpha-Acetyl-L-ornithine|Ac-Orn|AOR|(2S)-2-acetamido-5-aminopentanoic acid|(2S)-2-acetamido-5-aminopentanoic acid,,JRLGPAXAGHMNOL-UHFFFAOYSA-N,,C7H14N2O3,,,,14.850494,175.10763648447136,[M+H],pos,UT_HILIC_POS_79326,HILIC,untargeted,79326.0,0.782639,ReSpect:PT106580 N-alpha-Acetyl-L-ornithine|Ac-Orn|AOR|(2S)-2-acetamido-5-aminopentanoic acid|(2S)-2-acetamido-5-aminopentanoic acid,1.0,insignificant
UT_HILIC_POS_74460,Alanine_acetoacetamide (known isomers: 0; isobaric peaks in run: 2),,QMKABYUKKVAPAJ-UHFFFAOYSA-N,,C7H14N2O3,,,,13.799417,175.10765239159358,[M+H]+,pos,UT_HILIC_POS_74460,HILIC,untargeted,74460.0,0.880756,Alanine_acetoacetamide (known isomers: 0; isobaric peaks in run: 2),0.0,downregulated
UT_HILIC_POS_85486,arginine,,,,,,,,16.912134,175.10860604092758,M+H,pos,UT_HILIC_POS_85486,HILIC,untargeted,85486.0,0.994086,arginine,1.0,insignificant
UT_HILIC_POS_85554,Spectral Match to L-Arginine from NIST14,,,,,,,,16.908043,175.118947112577,M+H,pos,UT_HILIC_POS_85554,HILIC,untargeted,85554.0,0.994198,Spectral Match to L-Arginine from NIST14,1.0,insignificant
UT_HILIC_POS_75871,Glutamic acid_Acetaldehyde (known isomers: 0; isobaric peaks in run: 0),,BIAZEQPYCCADLD-UHFFFAOYSA-N,,C7H13NO4,,,,14.099752,176.09160787471978,[M+H]+,pos,UT_HILIC_POS_75871,HILIC,untargeted,75871.0,0.974997,Glutamic acid_Acetaldehyde (known isomers: 0; isobaric peaks in run: 0),4.0,upregulated
UT_HILIC_POS_41054,Xanthopterin,,VURKRJGMSKJIQX-UHFFFAOYSA-N,,C6H5N5O2,,,,5.778682,180.05140692136544,[M+H]+,pos,UT_HILIC_POS_41054,HILIC,untargeted,41054.0,0.915659,Xanthopterin,4.0,upregulated
UT_HILIC_POS_69595,Spectral Match to D-Fructose from NIST14,,,,,,,,12.59893,180.0866195919533,M+NH4-H2O,pos,UT_HILIC_POS_69595,HILIC,untargeted,69595.0,0.90015,Spectral Match to D-Fructose from NIST14,4.0,upregulated
UT_HILIC_POS_45819,Glycine_Cyclohexanone (known isomers: 0; isobaric peaks in run: 1),,OQMYZVWIXPPDDE-UHFFFAOYSA-N,,C8H15NO2,,,,6.6751084,180.10154646150795,[M+Na]+,pos,UT_HILIC_POS_45819,HILIC,untargeted,45819.0,0.919719,Glycine_Cyclohexanone (known isomers: 0; isobaric peaks in run: 1),0.0,downregulated
UT_HILIC_POS_14458,Phenylalanine methyl ester,,VSDUZFOSJDMAFZ-UHFFFAOYSA-N,,C10H13NO2,,,,1.473733,180.10174499538243,M+H,pos,UT_HILIC_POS_14458,HILIC,untargeted,14458.0,0.930891,Phenylalanine methyl ester,0.0,downregulated
UT_HILIC_POS_21237,"1,6-propano-3-ethylideno-1,4-piperazine-2,5-dione",,,,,,,,2.313703,181.09723846359927,M+H,pos,UT_HILIC_POS_21237,HILIC,untargeted,21237.0,0.82749,"1,6-propano-3-ethylideno-1,4-piperazine-2,5-dione",0.0,downregulated
UT_HILIC_POS_17451,"1,6-propano-3-ethylideno-1,4-piperazine-2,5-dione",,,,,,,,1.7961861,181.09720302764185,M+H,pos,UT_HILIC_POS_17451,HILIC,untargeted,17451.0,0.87292,"1,6-propano-3-ethylideno-1,4-piperazine-2,5-dione",0.0,downregulated
UT_HILIC_POS_47067,GLUFOSINATE,,IAJOBQBIJHVGMQ-UHFFFAOYSA-N,,C5H12NO4P,,,,6.884839,182.0482210506809,[M+H]+,pos,UT_HILIC_POS_47067,HILIC,untargeted,47067.0,0.876198,GLUFOSINATE,3.0,upregulated
UT_HILIC_POS_26750,4-PYRIDOXATE,,HXACOUQIXZGNBF-UHFFFAOYSA-N,,C8H9NO4,,,,3.180354,184.0605428069333,M+H,pos,UT_HILIC_POS_26750,HILIC,untargeted,26750.0,0.868642,4-PYRIDOXATE,1.0,insignificant
UT_HILIC_POS_30073,PANTOTHENATE,,GHOKWGTUZJEAQD-UHFFFAOYSA-N,,C9H17NO5,,,,3.852836,184.0968646058352,M-2H2O+H,pos,UT_HILIC_POS_30073,HILIC,untargeted,30073.0,0.732007,PANTOTHENATE,0.0,downregulated
UT_HILIC_POS_45638,N_ACETYLGLUCOSAMINE,,OVRNDRQMDRJTHS-RTRLPJTCSA-N,,C8H15NO6,,,,6.699952,186.07620950222588,M-2H2O+H,pos,UT_HILIC_POS_45638,HILIC,untargeted,45638.0,0.875502,N_ACETYLGLUCOSAMINE,1.0,insignificant
UT_HILIC_POS_19715,GABA_Cyclohexanone (known isomers: 0; isobaric peaks in run: 1),,WOSJQBFTZURPKY-UHFFFAOYSA-N,,C10H19NO2,,,,2.0835698,186.1489273486672,[M+H]+,pos,UT_HILIC_POS_19715,HILIC,untargeted,19715.0,0.803001,GABA_Cyclohexanone (known isomers: 0; isobaric peaks in run: 1),0.0,downregulated
UT_HILIC_POS_11279,Candidate N-acetylcadaverine-C2:0 (delta mass:42.0105),,FQKKPLXFGDCBJT-UHFFFAOYSA-N,,C9H18N2O2,,,,1.2964138,187.1441087326808,M+H,pos,UT_HILIC_POS_11279,HILIC,untargeted,11279.0,0.838112,Candidate N-acetylcadaverine-C2:0 (delta mass:42.0105),0.0,downregulated
UT_HILIC_POS_59297,Spectral Match to L-Tryptophan from NIST14,,,,,,,,9.6455765,188.07048282461045,M+H-NH3,pos,UT_HILIC_POS_59297,HILIC,untargeted,59297.0,0.996157,Spectral Match to L-Tryptophan from NIST14,0.0,downregulated
UT_HILIC_POS_35041,Leucine_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2),,VOXQUQYPVJFTPM-UHFFFAOYSA-N,,C9H17NO3,,,,4.567745,188.12817122645845,[M+H]+,pos,UT_HILIC_POS_35041,HILIC,untargeted,35041.0,0.864045,Leucine_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2),1.0,insignificant
UT_HILIC_POS_84345,L-NIL,,ONYFNWIHJBLQKE-ZETCQYMHSA-N,,C8H17N3O2,,,,16.435009,188.13919470412364,[M+H]+,pos,UT_HILIC_POS_84345,HILIC,untargeted,84345.0,0.936586,L-NIL,1.0,insignificant
UT_HILIC_POS_88114,Candidate Spermidine-C2:0 (delta mass:42.0103),,MQTAVJHICJWXBR-UHFFFAOYSA-N,,C9H21N3O,,,,17.205591,188.17559347360304,M+H,pos,UT_HILIC_POS_88114,HILIC,untargeted,88114.0,0.980008,Candidate Spermidine-C2:0 (delta mass:42.0103),1.0,insignificant
UT_HILIC_POS_79351,N-ALPHA-ACETYL-LYSINE,,VEYYWZRYIYDQJM-UHFFFAOYSA-N,,C8H16N2O3,,,,14.855818,189.123321828084,M+H,pos,UT_HILIC_POS_79351,HILIC,untargeted,79351.0,0.978589,N-ALPHA-ACETYL-LYSINE,0.0,downregulated
UT_HILIC_POS_61021,Asparagine butyl ester,,JBLUTCNQSYSMGS-UHFFFAOYSA-N,,C8H16N2O3,,,,10.203789,189.1345013456806,M+H,pos,UT_HILIC_POS_61021,HILIC,untargeted,61021.0,0.891182,Asparagine butyl ester,1.0,insignificant
UT_HILIC_POS_84364,L-Homoarginine,,QUOGESRFPZDMMT-YFKPBYRVSA-N,,C7H16N4O2,,,,16.468052,189.13450081918964,M+H,pos,UT_HILIC_POS_84364,HILIC,untargeted,84364.0,0.920558,L-Homoarginine,1.0,insignificant
UT_HILIC_POS_85114,Trimethyllysine CollisionEnergy:102040,,MXNRLFUSFKVQSK-QMMMGPOBSA-O,,,,,,16.799088,189.15973254625885,M,pos,UT_HILIC_POS_85114,HILIC,untargeted,85114.0,0.990682,Trimethyllysine CollisionEnergy:102040,1.0,insignificant
UT_HILIC_POS_89462,"""NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE""",,MXNRLFUSFKVQSK-QMMMGPOBSA-N,,,,,,17.183287,189.15987976466013,M+H,pos,UT_HILIC_POS_89462,HILIC,untargeted,89462.0,0.946272,"""NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE""",4.0,upregulated
UT_HILIC_POS_46708,castanospermine,,JDVVGAQPNNXQDW-TVNFTVLESA-N,,C8H15NO4,,,,6.7738886,190.10749170324195,[M+H]+,pos,UT_HILIC_POS_46708,HILIC,untargeted,46708.0,0.733513,castanospermine,1.0,insignificant
UT_HILIC_POS_35045,o-acetyl threonine_Acetaldehyde (known isomers: 0; isobaric peaks in run: 3),,MBQGWBRQYGBWHV-VDTYLAMSSA-N,,C8H15NO4,,,,4.4679675,190.1074730512196,[M+H]+,pos,UT_HILIC_POS_35045,HILIC,untargeted,35045.0,0.773375,o-acetyl threonine_Acetaldehyde (known isomers: 0; isobaric peaks in run: 3),1.0,insignificant
UT_HILIC_POS_77521,HOMOCITRULLINE,,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,,C7H15N3O3,,,,14.465295,190.1184935722228,M+H,pos,UT_HILIC_POS_77521,HILIC,untargeted,77521.0,0.853142,HOMOCITRULLINE,1.0,insignificant
UT_HILIC_POS_81876,L-glutamic acid CollisionEnergy:102040,,WHUUTDBJXJRKMK-VKHMYHEASA-N,,C5H9NO4,,,,15.563779,192.02435024844968,M-H+2Na,pos,UT_HILIC_POS_81876,HILIC,untargeted,81876.0,0.96687,L-glutamic acid CollisionEnergy:102040,1.0,insignificant
UT_HILIC_POS_14187,Spectral Match to L-Kynurenine from NIST14,,,,,,,,1.4476782,192.0653772782225,M+H-NH3,pos,UT_HILIC_POS_14187,HILIC,untargeted,14187.0,0.946965,Spectral Match to L-Kynurenine from NIST14,3.0,upregulated
UT_HILIC_POS_9479,Spectral Match to Tetraethylene glycol from NIST14,,,,,,,,1.153745,195.11351086599075,M+H,pos,UT_HILIC_POS_9479,HILIC,untargeted,9479.0,0.872386,Spectral Match to Tetraethylene glycol from NIST14,0.0,downregulated
UT_HILIC_POS_8871,Spectral Match to Tetraethylene glycol from NIST14,,,,,,,,1.1127517,195.1226799315293,M+H,pos,UT_HILIC_POS_8871,HILIC,untargeted,8871.0,0.968968,Spectral Match to Tetraethylene glycol from NIST14,0.0,downregulated
UT_HILIC_POS_42278,4432-31-9,,SXGZJKUKBWWHRA-UHFFFAOYSA-N,,C6H13NO4S,,,,5.9608865,196.06383355692589,[M+H]+,pos,UT_HILIC_POS_42278,HILIC,untargeted,42278.0,0.8645,4432-31-9,1.0,insignificant
UT_HILIC_POS_27086,Tyrosine methyl ester,,MWZPENIJLUWBSY-UHFFFAOYSA-N,,C10H13NO3,,,,3.2819023,196.09689027452603,M+H,pos,UT_HILIC_POS_27086,HILIC,untargeted,27086.0,0.981688,Tyrosine methyl ester,0.0,downregulated
UT_HILIC_POS_34388,1989637-96-8,,MUNYUHVLHHSVNJ-YUMQZZPRSA-N,,C9H12N2O3,,,,4.4607525,197.0922912170425,[M+H]+,pos,UT_HILIC_POS_34388,HILIC,untargeted,34388.0,0.740035,1989637-96-8,0.0,downregulated
UT_HILIC_POS_85508,L-arginine CollisionEnergy:102040,,ODKSFYDXXFIFQN-BYPYZUCNSA-N,,C6H14N4O2,,,,16.90657,197.10073577378915,M+Na,pos,UT_HILIC_POS_85508,HILIC,untargeted,85508.0,0.963804,L-arginine CollisionEnergy:102040,1.0,insignificant
UT_HILIC_POS_13366,1343767-07-6,,CZLHLNBYONOFSE-UHFFFAOYSA-N,,C9H11NO4,,,,1.4499171,198.0762187969179,[M+H]+,pos,UT_HILIC_POS_13366,HILIC,untargeted,13366.0,0.767665,1343767-07-6,1.0,insignificant
UT_HILIC_POS_79115,L-citrulline CollisionEnergy:102040,,RHGKLRLOHDJJDR-BYPYZUCNSA-N,,C6H13N3O3,,,,14.787765,198.08490554367265,M+Na,pos,UT_HILIC_POS_79115,HILIC,untargeted,79115.0,0.779149,L-citrulline CollisionEnergy:102040,0.0,downregulated
UT_HILIC_POS_18840,Massbank:LU035901 Dibenzylamine|N-benzyl-1-phenylmethanamine,,BWLUMTFWVZZZND-UHFFFAOYSA-N,,C14H15N,,,,1.9516289,198.12789556269468,M+H,pos,UT_HILIC_POS_18840,HILIC,untargeted,18840.0,0.795691,Massbank:LU035901 Dibenzylamine|N-benzyl-1-phenylmethanamine,4.0,upregulated
UT_HILIC_POS_40417,"Massbank:AU252106 4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine|1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-|1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidin-4-ol",,STEYNUVPFMIUOY-UHFFFAOYSA-N,,C11H23NO2,,,,5.6773863,202.189720479756,M+H,pos,UT_HILIC_POS_40417,HILIC,untargeted,40417.0,0.904753,"Massbank:AU252106 4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine|1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-|1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidin-4-ol",0.0,downregulated
UT_HILIC_POS_68607,Spectral Match to L-Alanyl-L-norleucine from NIST14,,RSIYBPVKRVHPQK-BQBZGAKWSA-N,,C9H18N2O3,,,,12.051119,203.1389521728856,M+H,pos,UT_HILIC_POS_68607,HILIC,untargeted,68607.0,0.81713,Spectral Match to L-Alanyl-L-norleucine from NIST14,3.0,upregulated
UT_HILIC_POS_83150,"N,N-dimethylarginine",,YDGMGEXADBMOMJ-LURJTMIESA-N,,C8H18N4O2,,,,15.947679,203.15019809582665,[M+H]+,pos,UT_HILIC_POS_83150,HILIC,untargeted,83150.0,0.959751,"N,N-dimethylarginine",0.0,downregulated
UT_HILIC_POS_43141,N-Acetyl-D-Mannosamine CollisionEnergy:102040,,OVRNDRQMDRJTHS-ZTVVOAFPSA-N,,C8H15NO6,,,,6.067834,204.08509603953087,M+H-H2O,pos,UT_HILIC_POS_43141,HILIC,untargeted,43141.0,0.932682,N-Acetyl-D-Mannosamine CollisionEnergy:102040,0.0,downregulated
UT_HILIC_POS_59299,Spectral Match to L-Tryptophan from NIST14,,,,,,,,9.647626,205.09705405682683,M+H,pos,UT_HILIC_POS_59299,HILIC,untargeted,59299.0,0.985895,Spectral Match to L-Tryptophan from NIST14,0.0,downregulated
UT_HILIC_POS_72906,Spectral Match to Ser-Val from NIST14,,,,,,,,13.414338,205.1181554900952,M+H,pos,UT_HILIC_POS_72906,HILIC,untargeted,72906.0,0.811656,Spectral Match to Ser-Val from NIST14,3.0,upregulated
UT_HILIC_POS_13407,Dexpanthenol,,SNPLKNRPJHDVJA-ZETCQYMHSA-N,,C9H19NO4,,,,1.383971,206.1385090242325,[M+H]+,pos,UT_HILIC_POS_13407,HILIC,untargeted,13407.0,0.990697,Dexpanthenol,1.0,insignificant
UT_HILIC_POS_29496,Glucosamine_Acetaldehyde (known isomers: 0; isobaric peaks in run: 1),,BIXCZKNSCJNZBL-LXGUWJNJSA-N,,C8H17NO5,,,,3.759137,208.11794874242304,[M+H]+,pos,UT_HILIC_POS_29496,HILIC,untargeted,29496.0,0.747521,Glucosamine_Acetaldehyde (known isomers: 0; isobaric peaks in run: 1),4.0,upregulated
UT_HILIC_POS_25584,Tyrosine ethyl ester,,SBBWEQLNKVHYCX-UHFFFAOYSA-N,,C11H15NO3,,,,3.0293927,210.1123975739982,M+H,pos,UT_HILIC_POS_25584,HILIC,untargeted,25584.0,0.791781,Tyrosine ethyl ester,0.0,downregulated
UT_HILIC_POS_20079,"Massbank:LU084502 1,3-Diphenylguanidine|1,2-diphenylguanidine",,OWRCNXZUPFZXOS-UHFFFAOYSA-N,,C13H13N3,,,,2.1429157,212.1181194993329,M+H,pos,UT_HILIC_POS_20079,HILIC,untargeted,20079.0,0.883881,"Massbank:LU084502 1,3-Diphenylguanidine|1,2-diphenylguanidine",3.0,upregulated
UT_HILIC_POS_60406,methylhistidine_Propanal (known isomers: 0; isobaric peaks in run: 1),,XVTUTWOBSXGRBS-VIFPVBQESA-N,,C10H17N3O2,,,,9.875949,212.13939269084108,[M+H]+,pos,UT_HILIC_POS_60406,HILIC,untargeted,60406.0,0.727109,methylhistidine_Propanal (known isomers: 0; isobaric peaks in run: 1),2.0,upregulated
UT_HILIC_POS_19640,Spectral Match to Tetradecylamine from NIST14,,PLZVEHJLHYMBBY-UHFFFAOYSA-N,,C14H31N,,,,2.0745852,214.25276547796983,M+H,pos,UT_HILIC_POS_19640,HILIC,untargeted,19640.0,0.821023,Spectral Match to Tetradecylamine from NIST14,0.0,downregulated
UT_HILIC_POS_19262,DETHIOBIOTIN,,AUTOLBMXDDTRRT-UHFFFAOYSA-N,,C10H18N2O3,,,,2.029003,215.1389058014469,M+H,pos,UT_HILIC_POS_19262,HILIC,untargeted,19262.0,0.940613,DETHIOBIOTIN,0.0,downregulated
UT_HILIC_POS_34067,Spectral Match to Val-Pro from NIST14,,,,,,,,4.402506,215.1390031920779,M+H,pos,UT_HILIC_POS_34067,HILIC,untargeted,34067.0,0.827561,Spectral Match to Val-Pro from NIST14,0.0,downregulated
UT_HILIC_POS_23791,2-(2-phenyl-1H-imidazol-1-yl)propanoic acid,,JQCIZZBJPBAXOQ-UHFFFAOYSA-N,,C12H12N2O2,,,,2.6579254,217.09705671017963,[M+H]+,pos,UT_HILIC_POS_23791,HILIC,untargeted,23791.0,0.791293,2-(2-phenyl-1H-imidazol-1-yl)propanoic acid,4.0,upregulated
UT_HILIC_POS_77514,Spectral Match to N-.alpha.-Acetyl-L-arginine from NIST14,,,,,,,,14.464254,217.12951172108632,M+H,pos,UT_HILIC_POS_77514,HILIC,untargeted,77514.0,0.911433,Spectral Match to N-.alpha.-Acetyl-L-arginine from NIST14,0.0,downregulated
UT_HILIC_POS_75431,Lys-C4:0,,VAWJDJJVJBQDHP-UHFFFAOYSA-N,,C10H20N2O3,,,,14.027963,217.15453561662608,M+H,pos,UT_HILIC_POS_75431,HILIC,untargeted,75431.0,0.712952,Lys-C4:0,3.0,upregulated
UT_HILIC_POS_83810,3-hydroxypropionyl spermidine [M+H]+,,BUXRNUPNCUNXRX-UHFFFAOYSA-N,,C10H23N3O2,,,,16.170633,218.18616789121828,[M+H]+,pos,UT_HILIC_POS_83810,HILIC,untargeted,83810.0,0.741721,3-hydroxypropionyl spermidine [M+H]+,4.0,upregulated
UT_HILIC_POS_82800,5875-41-2,,WQXXXVRAFAKQJM-WHFBIAKZSA-N,,C8H14N2O5,,,,15.823093,219.097523769876,[M+H]+,pos,UT_HILIC_POS_82800,HILIC,untargeted,82800.0,0.865271,5875-41-2,4.0,upregulated
UT_HILIC_POS_25643,Tryptophan methyl ester,,KCUNTYMNJVXYKZ-UHFFFAOYSA-N,,C12H14N2O2,,,,3.0104797,219.1129213253868,M+H,pos,UT_HILIC_POS_25643,HILIC,untargeted,25643.0,0.860476,Tryptophan methyl ester,4.0,upregulated
UT_HILIC_POS_68844,Spectral Match to Ser-Ile from NIST14,,BXLYSRPHVMCOPS-ACZMJKKPSA-N,,C9H18N2O4,,,,12.205521,219.1337437389685,M+H,pos,UT_HILIC_POS_68844,HILIC,untargeted,68844.0,0.942296,Spectral Match to Ser-Ile from NIST14,3.0,upregulated
UT_HILIC_POS_73200,2-Aminoadipic acid_2-Hydroxypropanal (known isomers: 0; isobaric peaks in run: 1),,HKFVQVWUIJNBRE-UHFFFAOYSA-N,,C9H17NO5,,,,13.484531,220.1177181962378,[M+H]+,pos,UT_HILIC_POS_73200,HILIC,untargeted,73200.0,0.759956,2-Aminoadipic acid_2-Hydroxypropanal (known isomers: 0; isobaric peaks in run: 1),4.0,upregulated
UT_HILIC_POS_48206,D-PANTOTHENIC ACID,,GHOKWGTUZJEAQD-ZETCQYMHSA-N,,C9H17NO5,,,,6.985715,220.11781108587007,M+H,pos,UT_HILIC_POS_48206,HILIC,untargeted,48206.0,0.966993,D-PANTOTHENIC ACID,1.0,insignificant
UT_HILIC_POS_44404,Spectral Match to Pantothenic acid from NIST14,,,,,,,,6.5498657,220.11779928302224,M+H,pos,UT_HILIC_POS_44404,HILIC,untargeted,44404.0,0.986995,Spectral Match to Pantothenic acid from NIST14,3.0,upregulated
UT_HILIC_POS_83199,"""N,N-DIMETHYLARGININE""",,YDGMGEXADBMOMJ-UHFFFAOYSA-N,,C8H18N4O2,,,,15.94852,225.13215122631868,M+Na,pos,UT_HILIC_POS_83199,HILIC,untargeted,83199.0,0.954122,"""N,N-DIMETHYLARGININE""",0.0,downregulated
UT_HILIC_POS_85219,CARNOSINE,,CQOVPNPJLQNMDC-ZETCQYMHSA-N,,C9H14N4O3,,,,16.81689,227.11476190009657,M+H,pos,UT_HILIC_POS_85219,HILIC,untargeted,85219.0,0.742533,CARNOSINE,1.0,insignificant
UT_HILIC_POS_38399,2'-deoxycytidine,,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,,C9H13N3O4,,,,5.313149,228.09771676699285,M+H,pos,UT_HILIC_POS_38399,HILIC,untargeted,38399.0,0.880293,2'-deoxycytidine,0.0,downregulated
UT_HILIC_POS_50796,Spectral Match to PyroGlu-Val from NIST14,,,,,,,,7.802195,229.1196728681645,M+H,pos,UT_HILIC_POS_50796,HILIC,untargeted,50796.0,0.828368,Spectral Match to PyroGlu-Val from NIST14,0.0,downregulated
UT_HILIC_POS_52988,Spectral Match to PyroGlu-Val from NIST14,,,,,,,,8.118044,229.11860609260413,M+H,pos,UT_HILIC_POS_52988,HILIC,untargeted,52988.0,0.883227,Spectral Match to PyroGlu-Val from NIST14,0.0,downregulated
UT_HILIC_POS_79861,MGH2_methylglyoxal-derived hydroimidazolone 2,,KGQMQNPFMOBJCY-GDVGLLTNSA-N,,C9H16N4O3,,,,15.024656,229.1295079964262,M+H,pos,UT_HILIC_POS_79861,HILIC,untargeted,79861.0,0.880432,MGH2_methylglyoxal-derived hydroimidazolone 2,1.0,insignificant
UT_HILIC_POS_67562,Spectral Match to Ile-Pro from NIST14,,,,,,,,11.510811,229.1546464422697,M+H,pos,UT_HILIC_POS_67562,HILIC,untargeted,67562.0,0.897506,Spectral Match to Ile-Pro from NIST14,0.0,downregulated
UT_HILIC_POS_73402,229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378,,,,,,,,13.579861,229.1546333804384,M+H,pos,UT_HILIC_POS_73402,HILIC,untargeted,73402.0,0.748473,229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378,1.0,insignificant
UT_HILIC_POS_53805,229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378,,,,,,,,8.559047,229.15465178403787,M+H,pos,UT_HILIC_POS_53805,HILIC,untargeted,53805.0,0.814015,229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378,1.0,insignificant
UT_HILIC_POS_55005,Spectral Match to Ile-Pro from NIST14,,,,,,,,8.859646,229.15465979050887,M+H,pos,UT_HILIC_POS_55005,HILIC,untargeted,55005.0,0.946176,Spectral Match to Ile-Pro from NIST14,0.0,downregulated
UT_HILIC_POS_57771,Spectral Match to Ile-Pro from NIST14,,,,,,,,9.243619,229.15465545968857,M+H,pos,UT_HILIC_POS_57771,HILIC,untargeted,57771.0,0.979553,Spectral Match to Ile-Pro from NIST14,0.0,downregulated
UT_HILIC_POS_16069,"""N,N-Dimethyldodecylamine N-oxide""",,SYELZBGXAIXKHU-UHFFFAOYSA-N,,,,,,1.6774213,230.24785920334497,M+H,pos,UT_HILIC_POS_16069,HILIC,untargeted,16069.0,0.852705,"""N,N-Dimethyldodecylamine N-oxide""",0.0,downregulated
UT_HILIC_POS_19352,91973-93-2,,LCGVBLNLPUJFQB-UHFFFAOYSA-N,,C12H10N2O3,,,,2.0071962,231.07663506551324,[M+H]+,pos,UT_HILIC_POS_19352,HILIC,untargeted,19352.0,0.719903,91973-93-2,2.0,upregulated
UT_HILIC_POS_52945,Spectral Match to Val-Leu from NIST14,,XCTHZFGSVQBHBW-IUCAKERBSA-N,,C11H22N2O3,,,,8.101246,231.1703290998036,M+H,pos,UT_HILIC_POS_52945,HILIC,untargeted,52945.0,0.935191,Spectral Match to Val-Leu from NIST14,1.0,insignificant
UT_HILIC_POS_9810,DIETHANOLAMINE,,ZBCBWPMODOFKDW-UHFFFAOYSA-N,,C4H11NO2,,,,1.1202635,233.1491851047437,2M+Na,pos,UT_HILIC_POS_9810,HILIC,untargeted,9810.0,0.89205,DIETHANOLAMINE,3.0,upregulated
UT_HILIC_POS_45740,26781 - 30.0 eV,,KVNPSKDDJARYKK-UHFFFAOYSA-N,,C12H14N2O3,,,,6.67715,235.1073047650695,M+H,pos,UT_HILIC_POS_45740,HILIC,untargeted,45740.0,0.76691,26781 - 30.0 eV,3.0,upregulated
UT_HILIC_POS_40834,Spectral Match to His-Pro from NIST14,,LNCFUHAPNTYMJB-IUCAKERBSA-N,,C11H16N4O3,,,,5.7297654,235.118021208436,M+H-H2O,pos,UT_HILIC_POS_40834,HILIC,untargeted,40834.0,0.972515,Spectral Match to His-Pro from NIST14,4.0,upregulated
UT_HILIC_POS_76862,Spectral Match to Gly-Tyr from NIST14,,XBGGUPMXALFZOT-VIFPVBQESA-N,,C11H14N2O4,,,,14.313011,239.10255518732933,M+H,pos,UT_HILIC_POS_76862,HILIC,untargeted,76862.0,0.81428,Spectral Match to Gly-Tyr from NIST14,4.0,upregulated
UT_HILIC_POS_44311,Cytidine - 30.0 eV,,UHDGCWIWMRVCDJ-XVFCMESISA-N,,C9H13N3O5,,,,6.423565,244.0927728155229,M+H,pos,UT_HILIC_POS_44311,HILIC,untargeted,44311.0,0.967627,Cytidine - 30.0 eV,0.0,downregulated
UT_HILIC_POS_86377,Spectral Match to Lys-Pro from NIST14,,,,,,,,17.010353,244.1654726406336,M+H,pos,UT_HILIC_POS_86377,HILIC,untargeted,86377.0,0.717293,Spectral Match to Lys-Pro from NIST14,0.0,downregulated
UT_HILIC_POS_9156,Spectral Match to Phe-Pro from NIST14,,,,,,,,1.1699067,245.128504218104,M+H-H2O,pos,UT_HILIC_POS_9156,HILIC,untargeted,9156.0,0.826542,Spectral Match to Phe-Pro from NIST14,4.0,upregulated
